ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (g)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 3 name","Attribute 3 value(s)","Attribute 3 visible","Attribute 3 global","Attribute 4 name","Attribute 4 value(s)","Attribute 4 visible","Attribute 4 global","Attribute 4 default","Attribute 5 name","Attribute 5 value(s)","Attribute 5 visible","Attribute 5 global","Attribute 1 default","Attribute 2 default"
299,variable,,"Mac's River Runner (Prop Saver)",1,0,visible,"This is the only protection your prop and skeg will ever need!
\n 	<li><strong>GVWR:</strong> 1350lbs</li>
\n 	<li>Heavy duty construction, 5-year warranty. Made In Canada.</li>
\n</ul>
\n<div class=""""></div>",,,taxable,,1,,,0,0,0,,,,1,,,,"Accessories > RIB320 Accessories, Accessories > RIB380 Accessories, Accessories > RIB420 Accessories, Accessories > RIB450 RIB500 RIB520, Stryker Inflatable Boat Accessories, Stryker Inflatable Boat Accessories > Trailers",,,"https://strykerboats.com/wp-content/uploads/2021/02/DSCF0476-57-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF0491-64-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF0488-62-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF0486-61-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF0484-60-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF0481-59-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF0477-58-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF0475-56-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF0474-55-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF0471-54-1.jpg",,,,,,,,,43,Model,"1200, 1600, 2000, 2300",1,0,,,,,,,,,,,,,,,,,,,
309,simple,T1200,"Boat Trailer - Soft Hull (Stryker Edition)",1,0,visible,"**** NOTE **** TRAILERS ARE INELIGIBLE FOR SHIPPING AT THIS TIME. LOCAL PICKUP ONLY ****
\n
\nWe have teamed up with RoadRunner Trailers and developed the perfect trailer for our inflatable boats. We add a keel bunk as well as a front bow pad. Each trailer comes standard with tongue jack.
\n<ul>
\n 	<li><strong>Trailer Type:</strong> Bunk Trailer</li>
\n 	<li><strong>Axle:</strong> Single Axle</li>
\n 	<li><strong>Boat Length:</strong> 10 ' 16'</li>
\n 	<li><strong>Overall Width:</strong> 66""</li>
\n 	<li><strong>Weight:</strong> 297lbs</li>
\n 	<li><strong>GVWR:</strong> 1,100lbs</li>
\n 	<li>Heavy duty construction, 5-year warranty. Made In Canada.</li>
\n</ul>","**** NOTE **** TRAILERS ARE INELIGIBLE FOR SHIPPING AT THIS TIME. LOCAL PICKUP ONLY ****
\n
\nWe have teamed up with RoadRunner Trailers and developed the perfect trailer for our inflatable boats. We add a keel bunk as well as a front bow pad. Each trailer comes standard with tongue jack.
\n<ul>
\n 	<li><strong>Trailer Type:</strong> Bunk Trailer</li>
\n 	<li><strong>Axle:</strong> Single Axle</li>
\n 	<li><strong>Boat Length:</strong> 10 ' 16'</li>
\n 	<li><strong>Overall Width:</strong> 66""</li>
\n 	<li><strong>Weight:</strong> 297lbs</li>
\n 	<li><strong>GVWR:</strong> 1,100lbs</li>
\n 	<li>Heavy duty construction, 5-year warranty. Made In Canada.</li>
\n</ul>",,,taxable,,1,,,0,0,0,,,,1,,,2488.99,"Stryker Inflatable Boat Accessories > Bestsellers, Accessories > HD380 Accessories, Accessories > HD420 Accessories, Accessories > LX320 Accessories, Accessories > LX360 LX380 LX420 Accessories, Accessories > PRO320 Accessories, Accessories > PRO380 PRO420 PRO500 Accessories, Stryker Inflatable Boat Accessories, Stryker Inflatable Boat Accessories > Trailers",,,"https://strykerboats.com/wp-content/uploads/2021/02/DSCF0503-69-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF0516-72-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF0511-71-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF0505-70-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF0502-68-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF0501-67-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF0498-66-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF0497-65-1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF0489-63-1.jpg",,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,
310,simple,,"Add an Engine",1,0,visible,"***This is a hidden product used with the Product Options application, Please do not delete this product.***","***This is a hidden product used with the Product Options application, Please do not delete this product.***",,,taxable,,1,,,0,0,29484,,,,1,,,1850,"OPTIONS HIDDEN PRODUCT",,,"https://strykerboats.com/wp-content/uploads/2021/02/Tohatsu-6-hp-4-Stroke1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Tohatsu-6-hp-4-Stroke.jpg",,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,
311,variable,BOW,"Stryker Bow Bag",1,0,visible,"All of our boats come standard with a bow bag included.","All of our boats come standard with a bow bag included.",,,taxable,,1,,,0,0,2268,,,,1,,,,"Stryker Inflatable Boat Accessories > Bags, Stryker Inflatable Boat Accessories, Stryker Inflatable Boat Accessories > Stryker®",,,"https://strykerboats.com/wp-content/uploads/2019/04/untitled-3.jpg, https://strykerboats.com/wp-content/uploads/2019/04/Bow-Bag.jpg",,,,,,,,,89,size,"250 (8' 2""), 270 (8' 9), 320 (10' 5""), 360 (11' 7""), 380 (12' 5""), 420 (13' 7""), 470 (15' 4), 500 (16' 4)",1,1,,,,,,,,,,,,,,,,,,,
312,variable,PVALVEK8,"Stryker HR Key",1,0,visible,"Halkey Roberts key for tightening inflation valves.","Halkey Roberts key for tightening inflation valves.",,,taxable,,1,,,0,0,454,,,,1,,,,"Stryker Inflatable Boat Accessories > Parts, Stryker Inflatable Boat Accessories, Stryker Inflatable Boat Accessories > Stryker®",,,"https://strykerboats.com/wp-content/uploads/2021/02/DSCF0590-98.jpg, https://strykerboats.com/wp-content/uploads/2021/02/DSCF0590-98.jpg",,,,,,,,,70,size,"6 Prong, 8 Prong",1,1,,,,,,,,,,,,,,,,,,,
313,variable,SC368,"Scotty Fish Finder Base w/ Mount",1,0,visible,"The Scotty Universal Sounder / Fishfinder Mount uses a new multi pattern universal top plate and the patented Scotty post mount design for quick removal and adjustable rotation
\n<ul>
\n 	<li>Simply fasten your sounder bracket to the top plate, then lock down the sounder mount into your favorite Scotty post mounting system</li>
\n 	<li>Only intended for use with Fishfinders and other marine electronics</li>
\n</ul>","The Scotty Universal Sounder / Fishfinder Mount uses a new multi pattern universal top plate and the patented Scotty post mount design for quick removal and adjustable rotation.
\n<ul>
\n 	<li>Simply fasten your sounder bracket to the top plate, then lock down the sounder mount into your favorite Scotty post mounting system</li>
\n 	<li>Only intended for use with Fishfinders and other marine electronics</li>
\n</ul>",,,taxable,,1,,,0,0,2268,,,,1,,,,"Stryker Inflatable Boat Accessories > Bestsellers, Accessories > HD380 Accessories, Accessories > HD420 Accessories, Accessories > LX250 LX270 Accessories, Accessories > LX320 Accessories, Accessories > LX360 LX380 LX420 Accessories, Accessories > PRO320 Accessories, Accessories > PRO380 PRO420 PRO500 Accessories, Accessories > RIB230 RIB250 RIB270 Accessories, Accessories > RIB320 Accessories, Accessories > RIB380 Accessories, Accessories > RIB420 Accessories, Accessories > RIB450 RIB500 RIB520, Stryker Inflatable Boat Accessories > Scotty, Stryker Inflatable Boat Accessories",,,"https://strykerboats.com/wp-content/uploads/2021/02/Fish-finder-_-Sounder-Mount.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Fish-finder-_-Sounder-Mount_1.jpg, https://strykerboats.com/wp-content/uploads/2021/02/Fish-finder-_-Sounder-Mount_2.jpg",,,,,,,,,42,size,"Up to 5"", Up to 9""",1,1,,,,,,,,,,,,,,,,,,,
314,variable,,"Stryker LX 320 (10’ 5”) Inflatable Boat",1,0,visible,"The Stryker LX 320 is an extremely popular choice for anglers and boating enthusiasts looking for a light weight fully optioned boat. This is a great fit for 2-3 people and your gear, offering a max rating of 5 people. This inflatable pairs nicely with a 9.8HP motor.","<h3><strong>Stryker LX 320 Overview:</strong></h3>
\nThe Stryker LX 320 is an extremely popular choice for anglers and boating enthusiasts looking for a light weight fully optioned boat. The Stryker LX 320 comes with the additional bottom protection of 1.2mm fabric with our signature <em>Stryker Shield®</em> hull protection. <em>Stryker Shield</em>® is an 8” wide corrugated rubber strip that protects the bottom of the tubes and keel.  Stryker Inflatable Boats are constructed with the highest grade imported German Mehler PVC using the latest thermowelding technology.  Thermowelding is a process using heat welding that bonds the material together that creates superior strength and durability over the traditional 4 layer overlapping seam technology used by most companies.
\n<h3><strong>Material &amp; Construction:</strong></h3>
\nOur signature LX line features 5 <a href=""https://strykerboats.com/product/scotty-glue-on-pad-for-inflatable-boats-black/"">Scotty® bases</a> pre-installed at time of manufacturing to plug and play up to 30 different <a href=""https://strykerboats.com/product-category/stryker-inflatable-boat-accessories/scotty/"">Scotty® accessories</a> for all your fishing adventures.
\n
\nThe  LX 320 inflatable boat features a 15” heavy duty 1 piece reinforced aluminum transom.  The Stryker fully welded aluminum transom removes the most common failure point (wood and plastic 3 piece transoms) found on all other inflatable boats on the market.  The 15"" transom gives you the ability to add a short shaft prop outboard motor.  This is a great fit for 2-3 people and your gear, offering a max rating of 5 people.
\n
\nThis vessel offers 4 Air Chambers, 1523lbs weight capacity.  Stryker Inflatable Boats are constructed with a heavy duty interlocking aluminum floor system with side stringers or a high pressure air floor constructed from a specially designed drop-stitched PVC fabric.
\n<h3><strong>Motor Recommendation for the Stryker LX 320:</strong></h3>
\n9.9HP short shaft prop outboard, or an electric motor.
\n
\nEvery boat comes fully equipped with military grade wrap around life line, multiple heavy duty D-ring systems installed throughout,  fuel tank/battery box tie down, heavy duty transom motor mount,  towing eyes on bow, with heavy duty D-handle for use with <a href=""https://strykerboats.com/product/stryker-launching-wheels-standard/"" target=""_blank"" rel=""noopener"">Stryker launching wheel system</a>.
\n
\nIncluded in your package: one set of <a href=""https://strykerboats.com/product/stryker-oar-kit/"" target=""_blank"" rel=""noopener"">oars</a>, double <a href=""https://strykerboats.com/product/aluminum-bench-seats/"" target=""_blank"" rel=""noopener"">aluminum seats</a>, 1680 denier <a href=""https://strykerboats.com/product/stryker-easy-load-boat-bag/"" target=""_blank"" rel=""noopener"">boat bag</a>, floor bag, <a href=""https://strykerboats.com/product/stryker-bow-bag/"" target=""_blank"" rel=""noopener"">bow bag</a>, <a href=""https://strykerboats.com/product/stryker-smart-cargo-bag-bench-cushion/"" target=""_blank"" rel=""noopener"">smart cargo bag bench cushion</a>, <a href=""https://strykerboats.com/product/repair-kit5x6/"" target=""_blank"" rel=""noopener"">repair kit</a> and <a href=""https://strykerboats.com/product/high-pressure-foot-pump/"" target=""_blank"" rel=""noopener"">foot pump</a>.
\n<h3><strong>Included:</strong></h3>
\nThis Stryker Inflatable Boat package comes in 2 bags, 1 for your boat and 1 for your aluminum floor system.
\n<ul>
\n 	<li>Dimensions of Boat in Bag: 44 x 28 x 14""</li>
\n 	<li>Dimensions of Aluminum Floor in Bag: 36 x 24 x 4""</li>
\n</ul>
\nAvailable in Storm Grey or Rescue Red.  Aluminum Floor or Air Floor options.
\n
\n<a href=""https://strykerboats.com/warranty/"" target=""_blank"" rel=""noopener"">Stryker Boats 5 year manufacturer warranty.</a>",,,taxable,,1,,,0,0,82554,,,,1,,,,"Boats, Boats > Stryker LX Inflatable Boats",,,"https://strykerboats.com/wp-content/uploads/2019/04/Website-Cover-LX-320-1-scaled.jpg, https://strykerboats.com/wp-content/uploads/2019/04/Clips-LX-320-2-scaled.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-22.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-25.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-26.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-27.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-29.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-1.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-2.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-3.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-4.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-5.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-6.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-7.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-8.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-9.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-12.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-18.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-19.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-23.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-20.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-13.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-24.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-14.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-28.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-16.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-17.jpg, https://strykerboats.com/wp-content/uploads/2019/04/Website-Cover-LX-320-1-scaled.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-Red-1.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-Red-2.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-Red-3.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-Red-4.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-Red-5.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-Red-6.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-Red-7.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-Red-8.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-Red-9.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-Red-10.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-Red-11.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-Red-12.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-Red-13.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-Red-14.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-Red-15.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-Red-16.jpg, https://strykerboats.com/wp-content/uploads/2019/04/LX-320-Red-17.jpg",,,,,"id:347, id:348, id:1853",,,,100,color,"Rescue Red, Rescue Red (2023), Storm Grey, Storm Grey (2023)",1,1,flooring,"Aluminum, HP Airmat",1,1,,,,,,,,,,,,,,"Storm Grey",Aluminum
315,variable,,"Stryker LX 420 (13 ’ 7”) Inflatable Boat",1,0,visible,"The Stryker LX 420 is the largest boat in the LX series. It remains extremely popular with larger families and people looking to carry some gear or just enjoy being more comfortable on the water. Perfect for larger bodies of water due to its 20” tube diameter and maximum HP rating of 40. We still find this boat pairs extremely well with the NEW 20HP Fuel Injected Outboards.","<h3><strong>Stryker LX 420 Overview:</strong></h3>
\nThe Stryker LX 420 is the largest boat in the LX series. It remains extremely popular with larger families and people looking to carry some gear or just enjoy being more comfortable on the water. Perfect for larger bodies of water due to its 20” tube diameter and maximum HP rating of 40. Added bonus:  NEW A-style Bow with improved keel rise.
\n<h3><strong>Material &amp; Construction:</strong></h3>
\nOur signature LX line features 5 <a href=""https://strykerboats.com/product/scotty-glue-on-pad-for-inflatable-boats-black/"" target=""_blank"" rel=""noopener"">Scotty® bases</a> pre-installed at time of manufacturing to plug and play up to 30 different <a href=""https://strykerboats.com/product-category/stryker-inflatable-boat-accessories/scotty/"" target=""_blank"" rel=""noopener"">Scotty® accessories</a> for all your fishing adventures.
\n
\nThe Stryker LX 420 comes with the additional bottom protection of 1.2mm fabric with our signature <em>Stryker Shield®</em> hull protection. <em>Stryker Shield</em>® is an 8” wide corrugated rubber strip that protects the bottom of the tubes and keel.   Stryker Inflatable Boats are constructed with the highest grade imported German Mehler PVC using the latest thermowelding technology.  Thermowelding is a process using heat welding that bonds the material together that creates superior strength and durability over the traditional 4 layer overlapping seam technology used by most companies.
